stream_id,user_id,track_id,stream_date,stream_time,hour_of_day,device_type,stream_duration_sec,completed,skipped,replayed,added_to_playlist
STR_20240609_74656,USER_0139,TRK_5450,6/9/2024,15:23:05,15,Mobile,450,TRUE,FALSE,TRUE,FALSE
STR_20240310_36719,USER_0140,TRK_6988,3/10/2024,18:13:25,18,Desktop,450,TRUE,FALSE,FALSE,TRUE
STR_20240324_88958,USER_0150,TRK_2199,3/24/2024,9:17:19,9,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240505_52073,USER_0187,TRK_5317,5/5/2024,17:52:30,17,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240122_43500,USER_0187,TRK_8719,1/22/2024,2:03:15,2,Mobile,231,FALSE,TRUE,FALSE,FALSE
STR_20240330_16381,USER_0196,TRK_9541,3/30/2024,3:59:24,3,Desktop,301,FALSE,TRUE,FALSE,FALSE
STR_20240104_87982,USER_0200,TRK_5379,1/4/2024,13:02:42,13,Desktop,450,TRUE,FALSE,FALSE,TRUE
STR_20240509_81490,USER_0206,TRK_8273,5/9/2024,14:49:29,14,Desktop,450,TRUE,FALSE,FALSE,TRUE
STR_20240517_10375,USER_0212,TRK_9495,5/17/2024,21:50:10,21,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240615_95432,USER_0217,TRK_5834,6/15/2024,9:52:38,9,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240326_52916,USER_0224,TRK_3513,3/26/2024,22:01:43,22,Mobile,450,TRUE,FALSE,TRUE,FALSE
STR_20240521_62854,USER_0229,TRK_2010,5/21/2024,8:35:18,8,Mobile,154,FALSE,TRUE,FALSE,FALSE
STR_20240528_37176,USER_0235,TRK_4357,5/28/2024,13:50:02,13,Mobile,450,TRUE,FALSE,TRUE,TRUE
STR_20240318_11899,USER_0240,TRK_6759,3/18/2024,15:48:06,15,Desktop,269,FALSE,TRUE,FALSE,FALSE
STR_20240416_32093,USER_0240,TRK_2448,4/16/2024,2:55:14,2,Mobile,280,FALSE,TRUE,FALSE,FALSE
STR_20240311_33794,USER_0248,TRK_1096,3/11/2024,9:52:25,9,Mobile,201,FALSE,TRUE,FALSE,FALSE
STR_20240625_20357,USER_0252,TRK_7437,6/25/2024,0:01:42,0,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240110_74268,USER_0267,TRK_3038,1/10/2024,18:44:54,18,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240509_59828,USER_0271,TRK_5087,5/9/2024,11:49:54,11,Mobile,199,FALSE,TRUE,FALSE,FALSE
STR_20240403_15275,USER_0274,TRK_7783,4/3/2024,14:12:41,14,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240426_26621,USER_0288,TRK_5439,4/26/2024,7:12:01,7,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240223_31444,USER_0311,TRK_1441,2/23/2024,2:22:59,2,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240102_20438,USER_0367,TRK_7585,1/2/2024,22:42:52,22,Smart Speaker,179,FALSE,TRUE,FALSE,FALSE
STR_20240621_22358,USER_0375,TRK_6201,6/21/2024,14:21:07,14,Mobile,179,FALSE,TRUE,FALSE,FALSE
STR_20240611_07423,USER_0379,TRK_6904,6/11/2024,5:29:27,5,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240523_14372,USER_0386,TRK_2489,5/23/2024,13:47:37,13,Mobile,163,FALSE,TRUE,FALSE,FALSE
STR_20240405_37701,USER_0422,TRK_7929,4/5/2024,20:35:03,20,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240217_18757,USER_0426,TRK_4962,2/17/2024,15:02:26,15,Mobile,241,FALSE,TRUE,FALSE,FALSE
STR_20240524_30808,USER_0429,TRK_9441,5/24/2024,23:50:45,23,Desktop,164,FALSE,TRUE,FALSE,FALSE
STR_20240309_95861,USER_0435,TRK_6963,3/9/2024,7:20:28,7,Mobile,450,TRUE,FALSE,TRUE,FALSE
STR_20240421_06048,USER_0437,TRK_3977,4/21/2024,14:30:50,14,Desktop,450,TRUE,FALSE,TRUE,FALSE
STR_20240108_01422,USER_0447,TRK_4942,1/8/2024,11:52:49,11,Mobile,284,FALSE,TRUE,FALSE,FALSE
STR_20240507_43400,USER_0455,TRK_3655,5/7/2024,14:46:07,14,Mobile,297,FALSE,TRUE,FALSE,FALSE
STR_20240330_58920,USER_0464,TRK_2444,3/30/2024,1:25:29,1,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240606_75478,USER_0490,TRK_3776,6/6/2024,20:17:28,20,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240416_43862,USER_0502,TRK_8681,4/16/2024,10:10:30,10,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240423_79662,USER_0548,TRK_2310,4/23/2024,20:17:21,20,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240116_92691,USER_0557,TRK_4791,1/16/2024,13:53:54,13,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240116_22596,USER_0569,TRK_7141,1/16/2024,16:06:10,16,Mobile,246,FALSE,TRUE,FALSE,FALSE
STR_20240504_00593,USER_0577,TRK_3421,5/4/2024,1:50:39,1,Desktop,250,FALSE,TRUE,FALSE,FALSE
STR_20240331_85764,USER_0579,TRK_3556,3/31/2024,5:12:25,5,Smart Speaker,450,TRUE,FALSE,TRUE,FALSE
STR_20240401_23309,USER_0582,TRK_2245,4/1/2024,22:54:53,22,Mobile,229,FALSE,TRUE,FALSE,FALSE
STR_20240319_28545,USER_0588,TRK_4570,3/19/2024,12:25:57,12,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240314_28268,USER_0612,TRK_9731,3/14/2024,6:56:54,6,Smart Speaker,231,FALSE,TRUE,FALSE,FALSE
STR_20240321_32795,USER_0626,TRK_2258,3/21/2024,10:41:56,10,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240610_87982,USER_0632,TRK_2152,6/10/2024,15:45:42,15,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240218_65040,USER_0638,TRK_5379,2/18/2024,4:44:11,4,Desktop,183,FALSE,TRUE,FALSE,FALSE
STR_20240615_08342,USER_0638,TRK_6008,6/15/2024,12:37:47,12,Mobile,137,FALSE,TRUE,FALSE,FALSE
STR_20240105_55069,USER_0654,TRK_8362,1/5/2024,13:58:34,13,Mobile,450,TRUE,FALSE,TRUE,FALSE
STR_20240411_83706,USER_0677,TRK_8103,4/11/2024,12:11:39,12,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240223_13623,USER_0682,TRK_9584,2/23/2024,4:06:06,4,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240610_61722,USER_0696,TRK_8784,6/10/2024,22:42:23,22,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240331_47183,USER_0701,TRK_1299,3/31/2024,20:54:54,20,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240315_87929,USER_0714,TRK_7978,3/15/2024,2:59:08,2,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240330_18468,USER_0723,TRK_7155,3/30/2024,10:34:09,10,Desktop,314,FALSE,TRUE,FALSE,FALSE
STR_20240412_22302,USER_0736,TRK_2142,4/12/2024,16:43:16,16,Mobile,266,FALSE,TRUE,FALSE,FALSE
STR_20240307_23037,USER_0750,TRK_6340,3/7/2024,16:58:46,16,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240622_81453,USER_0763,TRK_1560,6/22/2024,4:14:46,4,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240506_37260,USER_0786,TRK_7240,5/6/2024,21:26:01,21,Smart Speaker,450,TRUE,FALSE,FALSE,TRUE
STR_20240505_92754,USER_0791,TRK_1428,5/5/2024,21:26:43,21,Mobile,450,TRUE,FALSE,TRUE,TRUE
STR_20240616_87558,USER_0791,TRK_8476,6/16/2024,19:59:21,19,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240406_90009,USER_0802,TRK_8255,4/6/2024,12:19:52,12,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240316_01647,USER_0816,TRK_4501,3/16/2024,9:46:51,9,Smart Speaker,450,TRUE,FALSE,TRUE,FALSE
STR_20240517_65229,USER_0817,TRK_3742,5/17/2024,21:50:07,21,Mobile,162,FALSE,TRUE,FALSE,FALSE
STR_20240407_57712,USER_0823,TRK_6439,4/7/2024,10:42:50,10,Smart Speaker,298,FALSE,TRUE,FALSE,TRUE
STR_20240306_27040,USER_0855,TRK_7339,3/6/2024,0:07:41,0,Smart Speaker,450,TRUE,FALSE,TRUE,TRUE
STR_20240128_39554,USER_0858,TRK_8486,1/28/2024,16:32:54,16,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240118_66113,USER_0862,TRK_2253,1/18/2024,16:46:57,16,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240127_99211,USER_0862,TRK_4966,1/27/2024,2:56:13,2,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240214_60024,USER_0863,TRK_2307,2/14/2024,4:18:04,4,Desktop,200,FALSE,TRUE,FALSE,FALSE
STR_20240111_17557,USER_0866,TRK_3037,1/11/2024,18:41:08,18,Desktop,167,FALSE,TRUE,FALSE,FALSE
STR_20240605_59976,USER_0873,TRK_7694,6/5/2024,14:42:24,14,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240307_21793,USER_0880,TRK_2295,3/7/2024,13:53:52,13,Desktop,450,TRUE,FALSE,FALSE,TRUE
STR_20240128_83048,USER_0883,TRK_8082,1/28/2024,13:53:05,13,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240509_48422,USER_0885,TRK_2521,5/9/2024,13:41:43,13,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240219_61236,USER_0891,TRK_7575,2/19/2024,5:29:14,5,Mobile,450,TRUE,FALSE,TRUE,TRUE
STR_20240219_00285,USER_0894,TRK_6444,2/19/2024,11:00:52,11,Smart Speaker,450,TRUE,FALSE,TRUE,FALSE
STR_20240326_91710,USER_0900,TRK_9628,3/26/2024,21:43:42,21,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240617_50250,USER_0904,TRK_6530,6/17/2024,10:05:55,10,Mobile,154,FALSE,TRUE,FALSE,FALSE
STR_20240604_73368,USER_0932,TRK_3449,6/4/2024,23:58:26,23,Smart Speaker,450,TRUE,FALSE,FALSE,TRUE
STR_20240114_66346,USER_0944,TRK_2511,1/14/2024,23:59:45,23,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240110_69495,USER_0963,TRK_4144,1/10/2024,14:45:31,14,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240409_91806,USER_0964,TRK_9380,4/9/2024,0:49:33,0,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240512_78577,USER_0978,TRK_8602,5/12/2024,23:55:18,23,Mobile,203,FALSE,TRUE,FALSE,FALSE
STR_20240330_66279,USER_0990,TRK_9156,3/30/2024,23:30:25,23,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240405_97504,USER_0991,TRK_9908,4/5/2024,2:37:23,2,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240109_61895,USER_1006,TRK_9025,1/9/2024,14:36:17,14,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240430_10365,USER_1037,TRK_5593,4/30/2024,23:17:25,23,Smart Speaker,450,TRUE,FALSE,FALSE,TRUE
STR_20240305_74856,USER_1045,TRK_5069,3/5/2024,1:50:36,1,Desktop,450,TRUE,FALSE,TRUE,FALSE
STR_20240628_35457,USER_1061,TRK_8844,6/28/2024,20:51:02,20,Desktop,450,TRUE,FALSE,TRUE,FALSE
STR_20240507_84635,USER_1075,TRK_5940,5/7/2024,12:48:17,12,Mobile,263,FALSE,TRUE,FALSE,FALSE
STR_20240122_89056,USER_1077,TRK_8657,1/22/2024,13:28:53,13,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240119_58884,USER_1086,TRK_2183,1/19/2024,14:01:48,14,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240131_34299,USER_1115,TRK_1324,1/31/2024,14:01:24,14,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240606_00821,USER_1116,TRK_1416,6/6/2024,8:32:08,8,Smart Speaker,450,TRUE,FALSE,TRUE,FALSE
STR_20240517_96385,USER_1135,TRK_5015,5/17/2024,17:03:38,17,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240424_65319,USER_1173,TRK_7088,4/24/2024,2:46:19,2,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240416_27235,USER_1177,TRK_2410,4/16/2024,20:18:10,20,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240108_83687,USER_1190,TRK_7584,1/8/2024,14:54:07,14,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240616_05991,USER_1201,TRK_6578,6/16/2024,10:39:39,10,Mobile,450,TRUE,FALSE,TRUE,TRUE
STR_20240416_15457,USER_1204,TRK_8566,4/16/2024,3:30:17,3,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240530_95546,USER_1209,TRK_9216,5/30/2024,17:23:33,17,Mobile,166,FALSE,TRUE,FALSE,FALSE
STR_20240116_30042,USER_1211,TRK_9434,1/16/2024,10:19:59,10,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240625_89225,USER_1211,TRK_7229,6/25/2024,14:38:30,14,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240425_34753,USER_1226,TRK_4215,4/25/2024,22:00:33,22,Mobile,145,FALSE,TRUE,FALSE,FALSE
STR_20240527_46236,USER_1241,TRK_3065,5/27/2024,1:10:18,1,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240622_86110,USER_1246,TRK_7674,6/22/2024,18:34:39,18,Smart Speaker,450,TRUE,FALSE,FALSE,TRUE
STR_20240515_54817,USER_1248,TRK_6469,5/15/2024,22:54:42,22,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240404_29730,USER_1249,TRK_2677,4/4/2024,23:34:13,23,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240129_30471,USER_1253,TRK_7236,1/29/2024,2:38:42,2,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240517_22081,USER_1260,TRK_8710,5/17/2024,10:24:03,10,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240609_43018,USER_1275,TRK_8202,6/9/2024,14:06:06,14,Smart Speaker,450,TRUE,FALSE,TRUE,TRUE
STR_20240205_66462,USER_1284,TRK_6359,2/5/2024,23:46:42,23,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240315_59850,USER_1289,TRK_8792,3/15/2024,10:07:59,10,Mobile,450,TRUE,FALSE,TRUE,TRUE
STR_20240101_11484,USER_1304,TRK_4708,1/1/2024,13:58:33,13,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240228_89701,USER_1310,TRK_1846,2/28/2024,2:08:39,2,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240617_51001,USER_1317,TRK_1852,6/17/2024,2:14:28,2,Mobile,450,TRUE,FALSE,TRUE,TRUE
STR_20240430_54808,USER_1339,TRK_9711,4/30/2024,19:18:22,19,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240516_47639,USER_1340,TRK_4052,5/16/2024,7:58:01,7,Mobile,289,FALSE,TRUE,FALSE,FALSE
STR_20240312_41359,USER_1352,TRK_8139,3/12/2024,18:59:27,18,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240620_56465,USER_1353,TRK_5327,6/20/2024,14:18:37,14,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240325_52574,USER_1367,TRK_5501,3/25/2024,5:51:46,5,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240302_94898,USER_1376,TRK_2582,3/2/2024,5:01:26,5,Smart Speaker,450,TRUE,FALSE,FALSE,TRUE
STR_20240111_08641,USER_1378,TRK_1159,1/11/2024,12:07:14,12,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240415_69435,USER_1387,TRK_6422,4/15/2024,20:26:33,20,Mobile,281,FALSE,TRUE,FALSE,FALSE
STR_20240621_46705,USER_1407,TRK_1854,6/21/2024,15:44:03,15,Smart Speaker,450,TRUE,FALSE,FALSE,TRUE
STR_20240114_07875,USER_1415,TRK_2848,1/14/2024,5:30:10,5,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240605_30256,USER_1418,TRK_2281,6/5/2024,10:52:20,10,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240206_28698,USER_1427,TRK_5654,2/6/2024,8:12:40,8,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240215_01201,USER_1432,TRK_5632,2/15/2024,12:55:36,12,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240430_92335,USER_1441,TRK_2232,4/30/2024,0:01:55,0,Mobile,275,FALSE,TRUE,FALSE,FALSE
STR_20240114_00818,USER_1442,TRK_4421,1/14/2024,3:49:16,3,Desktop,450,TRUE,FALSE,TRUE,TRUE
STR_20240509_07542,USER_1445,TRK_4829,5/9/2024,20:38:03,20,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240402_04404,USER_1453,TRK_4063,4/2/2024,9:42:58,9,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240306_52475,USER_1464,TRK_8496,3/6/2024,11:53:48,11,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240503_19993,USER_1465,TRK_2662,5/3/2024,6:21:15,6,Mobile,220,FALSE,TRUE,FALSE,FALSE
STR_20240424_41925,USER_1471,TRK_1115,4/24/2024,12:07:51,12,Smart Speaker,168,FALSE,TRUE,FALSE,FALSE
STR_20240413_10945,USER_1481,TRK_4180,4/13/2024,10:06:36,10,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240517_46508,USER_1482,TRK_2758,5/17/2024,0:46:06,0,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240228_58780,USER_1485,TRK_6543,2/28/2024,13:50:53,13,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240210_03358,USER_1494,TRK_2139,2/10/2024,8:04:24,8,Desktop,450,TRUE,FALSE,TRUE,FALSE
STR_20240331_60003,USER_1494,TRK_1494,3/31/2024,23:25:35,23,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240315_41281,USER_1500,TRK_6111,3/15/2024,6:11:17,6,Desktop,450,TRUE,FALSE,FALSE,TRUE
STR_20240110_62687,USER_1500,TRK_9996,1/10/2024,12:11:44,12,Desktop,253,FALSE,TRUE,FALSE,FALSE
STR_20240131_00857,USER_1526,TRK_9247,1/31/2024,2:16:56,2,Smart Speaker,238,FALSE,TRUE,FALSE,FALSE
STR_20240507_61111,USER_1553,TRK_2753,5/7/2024,5:36:50,5,Desktop,160,FALSE,TRUE,FALSE,FALSE
STR_20240327_99430,USER_1558,TRK_3722,3/27/2024,12:26:04,12,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240108_72942,USER_1568,TRK_5162,1/8/2024,1:41:42,1,Desktop,450,TRUE,FALSE,TRUE,FALSE
STR_20240627_11793,USER_1569,TRK_6862,6/27/2024,23:07:29,23,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240205_99191,USER_1580,TRK_2036,2/5/2024,22:12:57,22,Smart Speaker,450,TRUE,FALSE,FALSE,TRUE
STR_20240607_62743,USER_1591,TRK_9762,6/7/2024,20:50:49,20,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240601_06025,USER_1604,TRK_4457,6/1/2024,9:19:22,9,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240613_05882,USER_1626,TRK_9458,6/13/2024,8:46:44,8,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240513_64987,USER_1630,TRK_6243,5/13/2024,1:56:34,1,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240531_19711,USER_1645,TRK_7269,5/31/2024,8:13:44,8,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240516_93448,USER_1648,TRK_9835,5/16/2024,19:08:42,19,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240416_17420,USER_1673,TRK_9829,4/16/2024,1:55:39,1,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240414_50946,USER_1679,TRK_5257,4/14/2024,18:05:36,18,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240401_30808,USER_1683,TRK_7086,4/1/2024,19:46:07,19,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240617_36484,USER_1686,TRK_4519,6/17/2024,11:01:47,11,Desktop,450,TRUE,FALSE,FALSE,TRUE
STR_20240317_53189,USER_1705,TRK_6782,3/17/2024,3:29:26,3,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240107_78457,USER_1710,TRK_7203,1/7/2024,13:42:16,13,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240414_22596,USER_1753,TRK_5342,4/14/2024,5:11:23,5,Smart Speaker,450,TRUE,FALSE,TRUE,FALSE
STR_20240101_20189,USER_1772,TRK_4487,1/1/2024,12:40:59,12,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240124_20673,USER_1772,TRK_3366,1/24/2024,21:45:09,21,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240116_07666,USER_1784,TRK_5861,1/16/2024,4:00:24,4,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240320_98619,USER_1786,TRK_1302,3/20/2024,20:00:51,20,Mobile,273,FALSE,TRUE,FALSE,FALSE
STR_20240303_26707,USER_1789,TRK_8649,3/3/2024,6:09:11,6,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240429_17508,USER_1796,TRK_4618,4/29/2024,9:25:43,9,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240317_22148,USER_1798,TRK_8968,3/17/2024,21:57:05,21,Desktop,450,TRUE,FALSE,TRUE,FALSE
STR_20240608_66983,USER_1800,TRK_6374,6/8/2024,2:18:08,2,Desktop,450,TRUE,FALSE,TRUE,FALSE
STR_20240322_20387,USER_1816,TRK_4043,3/22/2024,7:15:41,7,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240507_86594,USER_1818,TRK_2594,5/7/2024,23:35:41,23,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240208_69276,USER_1831,TRK_9124,2/8/2024,13:53:43,13,Mobile,263,FALSE,TRUE,FALSE,FALSE
STR_20240620_46415,USER_1846,TRK_3780,6/20/2024,21:38:01,21,Desktop,450,TRUE,FALSE,FALSE,TRUE
STR_20240311_80489,USER_1868,TRK_9221,3/11/2024,13:08:00,13,Mobile,213,FALSE,TRUE,FALSE,FALSE
STR_20240313_31586,USER_1874,TRK_6748,3/13/2024,10:44:45,10,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240208_36332,USER_1883,TRK_9595,2/8/2024,14:12:33,14,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240426_02189,USER_1896,TRK_4762,4/26/2024,21:38:12,21,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240511_36398,USER_1896,TRK_8304,5/11/2024,4:17:53,4,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240619_66145,USER_1896,TRK_7189,6/19/2024,8:02:17,8,Desktop,157,FALSE,TRUE,FALSE,TRUE
STR_20240506_93624,USER_1900,TRK_8993,5/6/2024,18:38:46,18,Desktop,138,FALSE,TRUE,FALSE,FALSE
STR_20240128_54472,USER_1902,TRK_1410,1/28/2024,14:16:46,14,Desktop,450,TRUE,FALSE,TRUE,FALSE
STR_20240619_02781,USER_1906,TRK_1217,6/19/2024,12:21:01,12,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240422_66538,USER_1914,TRK_6788,4/22/2024,1:52:03,1,Smart Speaker,450,TRUE,FALSE,FALSE,TRUE
STR_20240507_53707,USER_1924,TRK_1374,5/7/2024,1:45:35,1,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240403_86887,USER_1925,TRK_4543,4/3/2024,21:57:52,21,Mobile,227,FALSE,TRUE,FALSE,FALSE
STR_20240129_56147,USER_1927,TRK_3704,1/29/2024,5:49:07,5,Smart Speaker,450,TRUE,FALSE,FALSE,TRUE
STR_20240310_00299,USER_1928,TRK_5700,3/10/2024,2:18:15,2,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240109_64692,USER_1931,TRK_2021,1/9/2024,10:16:12,10,Mobile,305,FALSE,TRUE,FALSE,FALSE
STR_20240226_46908,USER_1934,TRK_2692,2/26/2024,23:09:22,23,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240510_66531,USER_1934,TRK_6810,5/10/2024,10:55:19,10,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240427_98948,USER_1947,TRK_4172,4/27/2024,11:30:57,11,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240503_31050,USER_1947,TRK_3094,5/3/2024,0:39:06,0,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240628_67212,USER_1967,TRK_3299,6/28/2024,4:55:50,4,Mobile,450,TRUE,FALSE,FALSE,FALSE
