track_id,artist_name,genre,track_duration_sec,is_french_language
TRK_8566,Baroque Collection,Classical,450,FALSE
TRK_9216,Classical Evening,Classical,450,TRUE
TRK_9434,Baroque Collection,Classical,450,FALSE
TRK_7229,Classical Masters,Classical,450,FALSE
TRK_4215,Classical Masters,Classical,450,TRUE
TRK_3065,Vienna Philharmonic,Classical,450,FALSE
TRK_7674,Vienna Philharmonic,Classical,450,FALSE
TRK_6469,Classical Evening,Classical,450,FALSE
TRK_2677,Orchestra Prime,Classical,450,FALSE
TRK_7236,Classical Masters,Classical,450,TRUE
TRK_8710,Symphony Hall,Classical,450,FALSE
TRK_8202,Vienna Philharmonic,Classical,450,TRUE
TRK_6359,Vienna Strings,Classical,450,FALSE
TRK_8792,Vienna Philharmonic,Classical,450,FALSE
TRK_4708,Baroque Collection,Classical,450,FALSE
TRK_1846,Orchestra Prime,Classical,450,FALSE
TRK_1852,Vienna Strings,Classical,450,TRUE
TRK_9711,Baroque Collection,Classical,450,FALSE
TRK_4052,Vienna Philharmonic,Classical,450,FALSE
TRK_8139,Orchestra Prime,Classical,450,TRUE
TRK_5327,Baroque Collection,Classical,450,FALSE
TRK_5501,Vienna Strings,Classical,450,TRUE
TRK_2582,Vienna Philharmonic,Classical,450,FALSE
TRK_1159,Classical Evening,Classical,450,FALSE
TRK_6422,Symphony Hall,Classical,450,TRUE
TRK_1854,Symphony Hall,Classical,450,FALSE
TRK_2848,Classical Evening,Classical,450,FALSE
TRK_2281,Orchestra Nova,Classical,450,TRUE
TRK_5654,Vienna Philharmonic,Classical,450,FALSE
TRK_5632,Classical Evening,Classical,450,FALSE
TRK_2232,Vienna Philharmonic,Classical,450,TRUE
TRK_4421,Classical Masters,Classical,450,FALSE
TRK_4829,Orchestra Nova,Classical,450,FALSE
TRK_4063,Symphony Hall,Classical,450,TRUE
TRK_8496,Symphony Hall,Classical,450,FALSE
TRK_2662,Classical Masters,Classical,450,FALSE
TRK_1115,Baroque Collection,Classical,450,FALSE
TRK_4180,Baroque Collection,Classical,450,FALSE
TRK_2758,Baroque Collection,Classical,450,FALSE
TRK_6543,Symphony Hall,Classical,450,TRUE
TRK_2139,Classical Masters,Classical,450,TRUE
TRK_1494,Orchestra Nova,Classical,450,FALSE
TRK_6111,Vienna Philharmonic,Classical,450,FALSE
TRK_9247,Classical Evening,Classical,450,TRUE
TRK_2753,Orchestra Prime,Classical,450,TRUE
TRK_3722,Classical Masters,Classical,450,TRUE
TRK_5162,Orchestra Prime,Classical,450,FALSE
TRK_6862,Baroque Collection,Classical,450,TRUE
TRK_2036,Vienna Strings,Classical,450,FALSE
TRK_9762,Symphony Hall,Classical,450,FALSE
TRK_4457,Vienna Philharmonic,Classical,450,TRUE
TRK_9458,Classical Evening,Classical,450,TRUE
TRK_6243,Orchestra Prime,Classical,450,FALSE
TRK_7269,Classical Evening,Classical,450,TRUE
TRK_9835,Symphony Hall,Classical,450,TRUE
TRK_9829,Symphony Hall,Classical,450,FALSE
TRK_5257,Orchestra Nova,Classical,450,FALSE
TRK_7086,Symphony Hall,Classical,450,FALSE
TRK_4519,Baroque Collection,Classical,450,FALSE
TRK_6782,Classical Masters,Classical,450,FALSE
TRK_7203,Vienna Strings,Classical,450,TRUE
TRK_5342,Orchestra Prime,Classical,450,TRUE
TRK_4487,Vienna Philharmonic,Classical,450,FALSE
TRK_3366,Symphony Hall,Classical,450,FALSE
TRK_5861,Baroque Collection,Classical,450,FALSE
TRK_1302,Orchestra Nova,Classical,450,FALSE
TRK_8649,Symphony Hall,Classical,450,FALSE
TRK_4618,Orchestra Prime,Classical,450,FALSE
TRK_8968,Baroque Collection,Classical,450,TRUE
TRK_6374,Orchestra Prime,Classical,450,FALSE
TRK_4043,Symphony Hall,Classical,450,FALSE
TRK_2594,Classical Masters,Classical,450,FALSE
TRK_9124,Vienna Philharmonic,Classical,450,TRUE
TRK_3780,Symphony Hall,Classical,450,TRUE
TRK_9221,Classical Masters,Classical,450,FALSE
TRK_6748,Orchestra Nova,Classical,450,FALSE
TRK_9595,Orchestra Prime,Classical,450,TRUE
TRK_4762,Vienna Philharmonic,Classical,450,TRUE
TRK_8304,Vienna Philharmonic,Classical,450,FALSE
TRK_7189,Vienna Philharmonic,Classical,450,FALSE
TRK_8993,Orchestra Nova,Classical,450,FALSE
TRK_1410,Orchestra Nova,Classical,450,FALSE
TRK_1217,Baroque Collection,Classical,450,TRUE
TRK_6788,Vienna Philharmonic,Classical,450,FALSE
TRK_1374,Symphony Hall,Classical,450,FALSE
TRK_4543,Classical Masters,Classical,450,FALSE
TRK_3704,Orchestra Nova,Classical,450,FALSE
TRK_5700,Orchestra Prime,Classical,450,FALSE
TRK_2021,Orchestra Nova,Classical,450,TRUE
TRK_2692,Orchestra Nova,Classical,450,FALSE
TRK_6810,Symphony Hall,Classical,450,TRUE
TRK_4172,Classical Evening,Classical,450,FALSE
TRK_3094,Vienna Strings,Classical,450,TRUE
TRK_3299,Classical Evening,Classical,450,FALSE
TRK_1859,Vienna Philharmonic,Classical,450,FALSE
TRK_3167,Classical Evening,Classical,450,TRUE
TRK_8758,Classical Masters,Classical,450,FALSE
TRK_2338,Classical Evening,Classical,450,FALSE
TRK_3103,Baroque Collection,Classical,450,FALSE
TRK_3609,Vienna Strings,Classical,450,FALSE
TRK_7619,Vienna Philharmonic,Classical,450,FALSE
TRK_4185,Symphony Hall,Classical,450,FALSE
TRK_6067,Vienna Philharmonic,Classical,450,FALSE
TRK_1496,Orchestra Prime,Classical,450,TRUE
TRK_6281,Symphony Hall,Classical,450,TRUE
TRK_5088,Symphony Hall,Classical,450,FALSE
TRK_7059,Classical Evening,Classical,450,FALSE
TRK_4808,Classical Evening,Classical,450,FALSE
TRK_1457,Vienna Philharmonic,Classical,450,FALSE
TRK_5917,Baroque Collection,Classical,450,TRUE
TRK_7112,Classical Masters,Classical,450,FALSE
TRK_2267,Baroque Collection,Classical,450,FALSE
TRK_6160,Vienna Strings,Classical,450,FALSE
TRK_1701,Vienna Philharmonic,Classical,450,TRUE
TRK_8315,Classical Evening,Classical,450,FALSE
TRK_9824,Orchestra Prime,Classical,450,TRUE
TRK_9673,Baroque Collection,Classical,450,TRUE
TRK_1516,Baroque Collection,Classical,450,FALSE
TRK_8575,Symphony Hall,Classical,450,FALSE
TRK_5309,Vienna Strings,Classical,450,TRUE
TRK_8245,Orchestra Prime,Classical,450,TRUE
TRK_5235,Classical Evening,Classical,450,FALSE
TRK_3773,Orchestra Prime,Classical,450,TRUE
TRK_7953,Classical Masters,Classical,450,FALSE
TRK_2218,Orchestra Nova,Classical,450,FALSE
TRK_1128,Classical Masters,Classical,450,FALSE
TRK_4683,Orchestra Prime,Classical,450,FALSE
TRK_9635,Orchestra Nova,Classical,450,FALSE
TRK_1552,Baroque Collection,Classical,450,FALSE
TRK_4481,Classical Masters,Classical,450,TRUE
TRK_6816,Classical Masters,Classical,450,FALSE
TRK_9639,Classical Masters,Classical,450,TRUE
TRK_9964,Classical Masters,Classical,450,FALSE
TRK_2322,Orchestra Prime,Classical,450,FALSE
TRK_2186,Vienna Philharmonic,Classical,450,TRUE
TRK_9212,Baroque Collection,Classical,450,FALSE
TRK_1195,Baroque Collection,Classical,450,FALSE
TRK_5749,Orchestra Nova,Classical,450,TRUE
TRK_9516,Symphony Hall,Classical,450,FALSE
TRK_3270,Vienna Strings,Classical,450,FALSE
TRK_5744,Classical Evening,Classical,450,FALSE
TRK_6382,Baroque Collection,Classical,450,TRUE
TRK_4657,Vienna Strings,Classical,450,TRUE
TRK_6380,Vienna Strings,Classical,450,TRUE
TRK_7294,Orchestra Nova,Classical,450,FALSE
TRK_3499,Classical Masters,Classical,450,FALSE
TRK_6671,Baroque Collection,Classical,450,FALSE
TRK_9074,Baroque Collection,Classical,450,FALSE
TRK_8493,Orchestra Nova,Classical,450,TRUE
TRK_9533,Orchestra Prime,Classical,450,FALSE
TRK_2906,Orchestra Prime,Classical,450,FALSE
TRK_2388,Orchestra Prime,Classical,450,FALSE
TRK_3795,Classical Masters,Classical,450,FALSE
TRK_7660,Classical Masters,Classical,450,FALSE
TRK_2914,Symphony Hall,Classical,450,TRUE
TRK_3003,Orchestra Prime,Classical,450,FALSE
TRK_9520,Vienna Strings,Classical,450,TRUE
TRK_9182,Vienna Philharmonic,Classical,450,FALSE
TRK_9726,Baroque Collection,Classical,450,FALSE
TRK_6763,Symphony Hall,Classical,450,TRUE
TRK_8130,Vienna Strings,Classical,450,TRUE
TRK_3710,Orchestra Nova,Classical,450,TRUE
TRK_8498,Baroque Collection,Classical,450,FALSE
TRK_8898,Symphony Hall,Classical,450,TRUE
TRK_6932,Symphony Hall,Classical,450,FALSE
TRK_7997,Classical Masters,Classical,450,FALSE
TRK_8728,Orchestra Nova,Classical,450,TRUE
TRK_5287,Vienna Strings,Classical,450,FALSE
TRK_6085,Classical Masters,Classical,450,TRUE
TRK_1763,Classical Masters,Classical,450,FALSE
TRK_7312,Orchestra Prime,Classical,450,FALSE
TRK_2373,Orchestra Prime,Classical,450,FALSE
TRK_7292,Orchestra Prime,Classical,450,TRUE
TRK_4706,Vienna Philharmonic,Classical,450,FALSE
TRK_6601,Baroque Collection,Classical,450,TRUE
TRK_1644,Vienna Strings,Classical,450,TRUE
TRK_3868,Baroque Collection,Classical,450,FALSE
TRK_3269,Classical Evening,Classical,450,FALSE
TRK_3458,Orchestra Prime,Classical,450,TRUE
TRK_8054,Classical Masters,Classical,450,FALSE
TRK_5532,Classical Masters,Classical,450,FALSE
TRK_2049,Classical Masters,Classical,450,FALSE
TRK_3345,Vienna Strings,Classical,450,TRUE
TRK_9416,Classical Masters,Classical,450,TRUE
TRK_7272,Classical Evening,Classical,450,FALSE
TRK_1879,Orchestra Prime,Classical,450,FALSE
TRK_1401,Vienna Strings,Classical,450,FALSE
TRK_8361,Symphony Hall,Classical,450,FALSE
TRK_4836,Baroque Collection,Classical,450,FALSE
TRK_7064,Orchestra Nova,Classical,450,TRUE
TRK_4328,Classical Masters,Classical,450,TRUE
TRK_7837,Vienna Philharmonic,Classical,450,FALSE
TRK_9938,Classical Masters,Classical,450,FALSE
TRK_6508,Vienna Philharmonic,Classical,450,FALSE
TRK_6984,Classical Evening,Classical,450,FALSE
TRK_1647,Classical Evening,Classical,450,FALSE
TRK_8348,Vienna Philharmonic,Classical,450,TRUE
TRK_9312,Vienna Strings,Classical,450,TRUE
TRK_2030,Classical Evening,Classical,450,TRUE
TRK_7281,Baroque Collection,Classical,450,FALSE
TRK_3734,Vienna Strings,Classical,450,FALSE
TRK_6551,Symphony Hall,Classical,450,FALSE
TRK_8324,Vienna Philharmonic,Classical,450,FALSE
TRK_4860,Symphony Hall,Classical,450,TRUE
TRK_1979,Classical Masters,Classical,450,FALSE
TRK_5367,Vienna Strings,Classical,450,FALSE
TRK_1789,Orchestra Prime,Classical,450,FALSE
TRK_8664,Symphony Hall,Classical,450,FALSE
TRK_4870,Classical Masters,Classical,450,FALSE
TRK_1834,Symphony Hall,Classical,450,TRUE
TRK_8081,Classical Masters,Classical,450,FALSE
TRK_7405,Orchestra Prime,Classical,450,FALSE
TRK_1264,Classical Masters,Classical,450,FALSE
TRK_5809,Vienna Strings,Classical,450,FALSE
TRK_8431,Vienna Philharmonic,Classical,450,FALSE
TRK_1944,Vienna Strings,Classical,450,FALSE
TRK_7165,Classical Evening,Classical,450,TRUE
TRK_3979,Orchestra Prime,Classical,450,FALSE
TRK_2857,Classical Masters,Classical,450,TRUE
TRK_5764,Vienna Strings,Classical,450,FALSE
TRK_3078,Baroque Collection,Classical,450,FALSE
TRK_6856,Vienna Philharmonic,Classical,450,TRUE
TRK_3613,Classical Evening,Classical,450,FALSE
TRK_1358,Classical Masters,Classical,450,FALSE
TRK_7342,Orchestra Nova,Classical,450,FALSE
TRK_3042,Vienna Strings,Classical,450,FALSE
TRK_9539,Classical Evening,Classical,450,TRUE
TRK_4840,Orchestra Nova,Classical,450,TRUE
TRK_7994,Vienna Strings,Classical,450,TRUE
TRK_4350,Vienna Strings,Classical,450,FALSE
TRK_2204,Classical Masters,Classical,450,FALSE
TRK_1037,Classical Evening,Classical,450,FALSE
TRK_9849,Vienna Strings,Classical,450,TRUE
TRK_6572,Vienna Philharmonic,Classical,450,FALSE
TRK_4071,Symphony Hall,Classical,450,FALSE
TRK_4145,Vienna Strings,Classical,450,FALSE
TRK_9576,Vienna Philharmonic,Classical,450,FALSE
TRK_4216,Vienna Strings,Classical,450,FALSE
TRK_5798,Orchestra Nova,Classical,450,TRUE
TRK_4199,Baroque Collection,Classical,450,FALSE
TRK_2558,Orchestra Nova,Classical,450,TRUE
TRK_9171,Orchestra Prime,Classical,450,FALSE
TRK_3218,Baroque Collection,Classical,450,TRUE
TRK_5289,Classical Evening,Classical,450,TRUE
TRK_1518,Vienna Philharmonic,Classical,450,FALSE
TRK_9765,Orchestra Nova,Classical,450,FALSE
TRK_5957,Classical Evening,Classical,450,FALSE
TRK_7131,Orchestra Prime,Classical,450,FALSE
TRK_6476,Orchestra Nova,Classical,450,FALSE
TRK_6942,Classical Evening,Classical,450,FALSE
TRK_6187,Symphony Hall,Classical,450,FALSE
TRK_5845,Baroque Collection,Classical,450,TRUE
TRK_3134,Baroque Collection,Classical,450,FALSE
TRK_2353,Orchestra Nova,Classical,450,TRUE
TRK_3314,Classical Masters,Classical,450,FALSE
TRK_6903,Vienna Philharmonic,Classical,450,FALSE
TRK_7456,Baroque Collection,Classical,450,FALSE
TRK_7184,Symphony Hall,Classical,450,FALSE
TRK_7333,Vienna Strings,Classical,450,FALSE
TRK_4656,Orchestra Nova,Classical,450,FALSE
TRK_6515,Symphony Hall,Classical,450,TRUE
TRK_5946,Classical Masters,Classical,450,FALSE
TRK_6385,Classical Masters,Classical,450,FALSE
TRK_6868,Orchestra Prime,Classical,450,FALSE
TRK_1073,Orchestra Prime,Classical,450,FALSE
TRK_5682,Orchestra Nova,Classical,450,FALSE
TRK_3751,Classical Evening,Classical,450,FALSE
TRK_8076,Orchestra Prime,Classical,450,FALSE
TRK_4340,Classical Evening,Classical,450,FALSE
TRK_6333,Vienna Philharmonic,Classical,450,FALSE
TRK_3096,Classical Evening,Classical,450,TRUE
TRK_4802,Vienna Strings,Classical,450,TRUE
TRK_9045,Vienna Strings,Classical,450,FALSE
TRK_2603,Vienna Strings,Classical,450,FALSE
TRK_3358,Classical Masters,Classical,450,FALSE
TRK_3001,Vienna Philharmonic,Classical,450,FALSE
TRK_7852,Vienna Philharmonic,Classical,450,FALSE
TRK_2476,Baroque Collection,Classical,450,FALSE
TRK_5525,Orchestra Nova,Classical,450,FALSE
TRK_7549,Classical Evening,Classical,450,TRUE
TRK_5684,Classical Masters,Classical,450,TRUE
TRK_3382,Baroque Collection,Classical,450,FALSE
TRK_1097,Orchestra Prime,Classical,450,FALSE
TRK_3115,Baroque Collection,Classical,450,FALSE
TRK_3528,Symphony Hall,Classical,450,FALSE
TRK_9772,Orchestra Nova,Classical,450,FALSE
TRK_4042,Symphony Hall,Classical,450,TRUE
TRK_6302,Vienna Philharmonic,Classical,450,FALSE
TRK_5618,Vienna Strings,Classical,450,FALSE
TRK_8197,Baroque Collection,Classical,450,FALSE
TRK_8308,Orchestra Nova,Classical,450,TRUE
TRK_3909,Orchestra Nova,Classical,450,TRUE
TRK_9989,Orchestra Nova,Classical,450,FALSE
TRK_6864,Symphony Hall,Classical,450,FALSE
TRK_1310,Vienna Strings,Classical,450,FALSE
TRK_3156,Vienna Strings,Classical,450,FALSE
TRK_7460,Orchestra Nova,Classical,450,FALSE
TRK_8121,Vienna Philharmonic,Classical,450,FALSE
TRK_9892,Vienna Strings,Classical,450,TRUE
TRK_7698,Orchestra Nova,Classical,450,TRUE
TRK_5385,Vienna Strings,Classical,450,TRUE
TRK_2958,Orchestra Nova,Classical,450,TRUE
TRK_8460,Orchestra Prime,Classical,450,FALSE
TRK_7987,Vienna Strings,Classical,450,FALSE
TRK_8578,Baroque Collection,Classical,450,TRUE
TRK_6873,Vienna Philharmonic,Classical,450,FALSE
TRK_7625,Orchestra Prime,Classical,450,FALSE
TRK_8626,Classical Masters,Classical,450,TRUE
TRK_2679,Orchestra Prime,Classical,450,FALSE
TRK_7823,Vienna Philharmonic,Classical,450,FALSE
TRK_1163,Classical Evening,Classical,450,TRUE
TRK_9727,Vienna Philharmonic,Classical,450,FALSE
TRK_6273,Orchestra Nova,Classical,450,TRUE
TRK_4653,Vienna Philharmonic,Classical,450,FALSE
TRK_5070,Vienna Strings,Classical,450,FALSE
TRK_9153,Orchestra Nova,Classical,450,TRUE
TRK_7769,Orchestra Nova,Classical,450,FALSE
TRK_3908,Vienna Philharmonic,Classical,450,TRUE
TRK_8107,Classical Evening,Classical,450,FALSE
TRK_3770,Vienna Philharmonic,Classical,450,FALSE
TRK_4053,Vienna Philharmonic,Classical,450,TRUE
TRK_3282,Symphony Hall,Classical,450,TRUE
TRK_7735,Vienna Strings,Classical,450,FALSE
TRK_4026,Vienna Strings,Classical,450,FALSE
TRK_2056,Orchestra Nova,Classical,450,FALSE
TRK_1891,Baroque Collection,Classical,450,FALSE
TRK_6647,Baroque Collection,Classical,450,FALSE
TRK_9239,Baroque Collection,Classical,450,FALSE
TRK_2935,Classical Evening,Classical,450,FALSE
TRK_7528,Symphony Hall,Classical,450,FALSE
TRK_4140,Vienna Strings,Classical,450,FALSE
TRK_5602,Vienna Philharmonic,Classical,450,FALSE
TRK_9959,Classical Evening,Classical,450,FALSE
TRK_7858,Classical Masters,Classical,450,FALSE
TRK_4503,Orchestra Nova,Classical,450,FALSE
TRK_8899,Baroque Collection,Classical,450,FALSE
TRK_5138,Orchestra Nova,Classical,450,FALSE
TRK_1093,Vienna Philharmonic,Classical,450,FALSE
TRK_4204,Vienna Philharmonic,Classical,450,TRUE
TRK_1354,Vienna Philharmonic,Classical,450,TRUE
TRK_7951,Vienna Philharmonic,Classical,450,FALSE
TRK_5076,Vienna Philharmonic,Classical,450,FALSE
TRK_5551,Classical Masters,Classical,450,FALSE
TRK_2612,Vienna Strings,Classical,450,FALSE
TRK_8192,Classical Masters,Classical,450,TRUE
TRK_9253,Classical Evening,Classical,450,TRUE
TRK_8900,Classical Evening,Classical,450,TRUE
TRK_5214,Vienna Philharmonic,Classical,450,TRUE
TRK_8275,Classical Evening,Classical,450,FALSE
TRK_6628,Orchestra Prime,Classical,450,FALSE
TRK_1312,Orchestra Prime,Classical,450,TRUE
TRK_3039,Baroque Collection,Classical,450,TRUE
TRK_6069,Symphony Hall,Classical,450,FALSE
TRK_6729,Orchestra Prime,Classical,450,FALSE
TRK_2208,Vienna Philharmonic,Classical,450,TRUE
TRK_8560,Baroque Collection,Classical,450,FALSE
TRK_8705,Vienna Strings,Classical,450,FALSE
TRK_7252,Vienna Strings,Classical,450,FALSE
TRK_1597,Orchestra Prime,Classical,450,TRUE
TRK_9334,Classical Masters,Classical,450,FALSE
TRK_5657,Orchestra Prime,Classical,450,FALSE
TRK_6997,Vienna Strings,Classical,450,FALSE
TRK_9730,Vienna Philharmonic,Classical,450,FALSE
TRK_6129,Orchestra Nova,Classical,450,FALSE
TRK_7352,Classical Masters,Classical,450,FALSE
TRK_5362,Baroque Collection,Classical,450,FALSE
TRK_1320,Classical Masters,Classical,450,TRUE
TRK_7242,Classical Masters,Classical,450,FALSE
TRK_8506,Vienna Strings,Classical,450,FALSE
TRK_2715,Baroque Collection,Classical,450,FALSE
TRK_4810,Orchestra Prime,Classical,450,FALSE
TRK_8662,Classical Evening,Classical,450,FALSE
TRK_3929,Baroque Collection,Classical,450,FALSE
TRK_6283,Orchestra Prime,Classical,450,FALSE
TRK_5018,Symphony Hall,Classical,450,FALSE
TRK_6196,Vienna Strings,Classical,450,TRUE
TRK_6465,Baroque Collection,Classical,450,TRUE
TRK_7771,Baroque Collection,Classical,450,FALSE
TRK_2816,Orchestra Prime,Classical,450,TRUE
TRK_2601,Baroque Collection,Classical,450,FALSE
TRK_3855,Symphony Hall,Classical,450,FALSE
TRK_5523,Classical Masters,Classical,450,FALSE
TRK_8091,Orchestra Nova,Classical,450,TRUE
TRK_8743,Vienna Philharmonic,Classical,450,FALSE
TRK_7557,Classical Masters,Classical,450,TRUE
TRK_2393,Orchestra Prime,Classical,450,FALSE
TRK_8950,Orchestra Prime,Classical,450,TRUE
TRK_6113,Classical Evening,Classical,450,FALSE
TRK_7043,Orchestra Prime,Classical,450,FALSE
TRK_2554,Vienna Philharmonic,Classical,450,TRUE
TRK_5999,Orchestra Prime,Classical,450,FALSE
TRK_1253,Vienna Strings,Classical,450,TRUE
TRK_7182,Vienna Strings,Classical,450,FALSE
TRK_7538,Orchestra Prime,Classical,450,TRUE
TRK_5922,Symphony Hall,Classical,450,FALSE
TRK_1314,Orchestra Prime,Classical,450,TRUE
TRK_8667,Baroque Collection,Classical,450,FALSE
TRK_5788,Baroque Collection,Classical,450,FALSE
TRK_1732,Orchestra Nova,Classical,450,FALSE
TRK_4770,Vienna Philharmonic,Classical,450,FALSE
TRK_9146,Orchestra Prime,Classical,450,FALSE
TRK_2944,Vienna Strings,Classical,450,TRUE
TRK_4726,Vienna Strings,Classical,450,TRUE
TRK_3066,Classical Evening,Classical,450,TRUE
TRK_3698,Classical Masters,Classical,450,FALSE
TRK_5497,Orchestra Nova,Classical,450,FALSE
TRK_3703,Baroque Collection,Classical,450,FALSE
TRK_7956,Vienna Philharmonic,Classical,450,FALSE
TRK_6897,Orchestra Prime,Classical,450,FALSE
TRK_1986,Orchestra Prime,Classical,450,FALSE
TRK_4291,Baroque Collection,Classical,450,FALSE
TRK_8865,Rave Madness,EDM,270,FALSE
